None, -867737808189933187', None, De, None, False, False, False, None, 1875261968, 2021-06-29 20:32:02+00:00, 2021-06-29 20:40:41+00:00, t.me/TenWeed_Netanya
None, -5512032291538949652', None, Bazham, None, False, False, False, None, 1794124972, 2021-07-01 21:44:41+00:00, 2021-08-02 08:11:41+00:00, t.me/TenWeed_Netanya
None, -2705497730823583094', Ohadrraa, oh1983, r.e, False, False, False, None, 356081810, 2021-07-06 11:18:07+00:00, 2021-08-03 07:06:40+00:00, t.me/TopTelegrassramatgan
None, -6471538244756139541', outinform, django, None, False, False, False, None, 1780716290, 2021-06-20 18:34:59+00:00, 2021-07-30 12:16:50+00:00, t.me/TopTelegrassRoshHaAyin
ilovespacial, None, ziv, None, 4244388955509892056', False, False, False, None, 345254035, 2021-08-07 13:38:01+00:00, t.me/CookieJarGroup
wartoy, None, Mr. zupa, None, 169726551406323703', False, False, False, None, 306920940, 2021-07-30 10:50:02+00:00, 2021-08-15 21:34:46+00:00, t.me/CookieJarGroup
Izzi89, None, Iuri, Zur, -7841810396130276960', False, False, False, None, 334534251, 2021-08-11 13:17:05+00:00, 2021-08-15 07:25:39+00:00, t.me/CookieJarGroup
yyttjj54, None, רחמים בוטביקה, None, -5441413595108626334', False, False, False, None, 743005570, 2021-08-02 21:39:28+00:00, 2021-08-13 23:15:51+00:00, t.me/CookieJarGroup
Yansim123, None, Yan, None, -2925254876780267697', False, False, False, None, 369228696, 2021-08-06 21:27:09+00:00, 2021-08-13 04:31:28+00:00, t.me/CookieJarGroup
Roorsaro, None, Y, G, 2023163640686981317', False, False, False, None, 278081448, 2021-07-20 20:04:19+00:00, t.me/CookieJarGroup
Weedoxy, None, Max, None, -7021450875039629167', False, False, False, None, 944545336, 2021-08-02 04:42:03+00:00, 2021-08-02 16:00:07+00:00, t.me/CookieJarGroup
Judeangel, None, 🔯🇮🇱✡ J U D E ✡🇮🇱🔯, None, 5939976081016654646', False, False, False, None, 1839921987, 2021-08-02 04:37:23+00:00, t.me/CookieJarGroup
None, None, Александр, Tsalkin, -1190369460225052694', False, False, False, None, 1814972446, 2021-08-12 09:55:58+00:00, 2021-08-16 07:29:45+00:00, t.me/CookieJarGroup
Horhan, None, D, R t, 2280858064645956554', False, False, False, None, 353584500, 2021-08-07 15:22:42+00:00, t.me/CookieJarGroup
Thekipa, None, Tal, Levi, 979523158656523296', False, False, False, None, 273957757, 2021-07-29 14:29:52+00:00, 2021-08-15 19:41:28+00:00, t.me/CookieJarGroup
TheLemonKind, None, Snowball, Smith, -4373962394266083789', False, False, False, None, 618002482, 2021-07-27 12:10:05+00:00, t.me/CookieJarGroup
None, None, ♕ⓈⒶⓇⒾ, Ⓜ️ⓄⓈⓉⒶⒻⒶ♕, -3146042249916822416', False, False, False, None, 910119810, 2021-08-07 08:13:03+00:00, 2021-08-15 18:24:30+00:00, t.me/CookieJarGroup
Mozzarto, None, Discord, None, -5814179579582190247', False, False, False, None, 458485436, 2021-08-03 21:33:55+00:00, 2021-08-16 07:37:01+00:00, t.me/CookieJarGroup
None, None, Idan, None, 8543580061208815589', False, False, False, None, 1928415234, 2021-07-23 20:47:06+00:00, 2021-08-15 07:28:07+00:00, t.me/CookieJarGroup
escanore22, None, פאי לימון🍋, None, 2732288367740827704', False, False, False, None, 1072703352, 2021-07-18 08:50:08+00:00, t.me/CookieJarGroup
None, None, Aser Edri, None, -6049192693590536898', False, False, False, None, 1837787265, 2021-08-05 19:45:05+00:00, 2021-08-11 20:22:51+00:00, t.me/CookieJarGroup
D2902, None, CHICA, None, 1490562698261439784', False, False, False, None, 374133059, 2021-08-07 07:43:16+00:00, t.me/CookieJarGroup
avigdorliberm, None, אביגדור, ליברמן, -1828155577537695614', False, False, False, None, 1941493926, 2021-07-28 03:38:40+00:00, 2021-08-15 17:11:49+00:00, t.me/CookieJarGroup
hanak_yurok, None, 👽הענק🌿הירוק👽, ⭐(הכי זולים ואיכותיים במדינה)⭐, -555690803822810724', False, False, False, None, 1914859843, 2021-07-26 06:50:31+00:00, 2021-08-12 12:00:05+00:00, t.me/piza600
Lurzmikel, None, עלה ירוק (איכות), 🍀Dr Weed🍀, 933058390803127710', False, False, False, None, 1793331827, 2021-08-04 21:37:20+00:00, 2021-08-16 07:22:37+00:00, t.me/piza600
BadassGrinder1, None, סוסו וויד - Susu Weed 💯, 🔒סוחר מאומת🔒, -2524631168401509090', False, False, False, None, 1072724919, 2021-08-03 11:14:23+00:00, t.me/piza600
weed_Angel_5, None, 𝕋𝕙𝕖 𝔸𝕟𝕘𝕖𝕝 👼🏼, None, -6978889390747205443', False, False, False, None, 955296672, 2021-08-03 11:40:44+00:00, t.me/piza600
sdataofa, None, ✈שדה💚התעופה 🌿, קנאביס vip🌿 שיעיף 🔝אותך 🏆טיסה נעימה ...😉, -8682024027004966268', False, False, False, None, 1844016909, 2021-07-26 06:49:26+00:00, 2021-08-13 15:46:22+00:00, t.me/piza600
Vegasweed, None, 🎰ציק צק ווגאס 🎰, 🔒סוחר מאומת🔒, -413435563377549672', False, False, False, None, 1039273635, 2021-08-03 11:29:25+00:00, t.me/piza600
Ufcnlkv, None, העשב המתוק של השכן 💥☘☘, None, 811475205600893308', False, False, False, None, 1778887162, 2021-07-26 06:38:58+00:00, 2021-08-15 19:29:42+00:00, t.me/piza600
THC_20, None, MR_THC☘️, None, -7457995063903146279', False, False, False, None, 1934026261, 2021-08-06 17:42:24+00:00, 2021-08-16 00:39:43+00:00, t.me/piza600
The_Sharon_Cartel, None, קרטל השרון, None, -1295521973823420359', False, False, False, None, 1930005502, 2021-08-01 07:23:13+00:00, 2021-08-15 23:04:51+00:00, t.me/piza600
Timon_pumbaa12, None, Timon &, Pumba, -7621778835338061303', False, False, False, None, 1761549415, 2021-07-19 12:03:02+00:00, 2021-08-16 01:03:13+00:00, t.me/piza600
abo_samra12, None, Abo Samara❗️, None, 5215138007907929003', False, False, False, None, 1924223801, 2021-08-06 18:53:46+00:00, t.me/piza600
Oscar_1920, None, Oscar, None, -9168355935296808096', False, False, False, None, 1813639473, 2021-07-24 20:38:55+00:00, t.me/piza600
not120, None, בוט פרסום ✅1️⃣, None, -445308591104124981', False, False, False, None, 1795746597, 2021-08-12 23:45:45+00:00, t.me/piza600
CoffeeShop_Menu, None, 🙈CoffeeShop_Menu🙉, סוחר מאומת, 7564904009539177697', False, False, False, None, 1732132935, 2021-08-03 11:11:11+00:00, 2021-08-16 07:28:15+00:00, t.me/piza600
lasvegas_10g, None, לאס☘️ווגאס✴️, 🛵10g400🛵, -1053123201110615833', False, False, False, None, 1901262969, 2021-08-07 12:31:59+00:00, 2021-08-12 14:16:19+00:00, t.me/piza600
koka_chino, None, 🤧💎אל פאצינו של הקוקה💎🤧, None, -581087723050999228', False, False, False, None, 1805498035, 2021-07-21 23:00:09+00:00, 2021-08-16 00:18:19+00:00, t.me/piza600
CoffeeShop_ISR, None, 🇮🇱קופישופ ישראל🇮🇱, None, -7115760442498754239', False, False, False, None, 1131439051, 2021-08-03 11:28:39+00:00, 2021-08-05 21:27:01+00:00, t.me/piza600
haderanatanya420, None, וונדר~וומן (המקורי), None, 1596076576472017191', False, False, False, None, 1876491105, 2021-08-03 11:27:06+00:00, 2021-08-16 07:28:10+00:00, t.me/piza600
HahavashelHaicar, None, החווה של האיכר 👨🏼‍🌾 מנהל ראשי, None, -7704411325745804294', False, False, False, None, 1946910107, 2021-08-08 17:24:58+00:00, 2021-08-16 05:25:58+00:00, t.me/piza600
havsnuhfv, None, קונדסון העפיפון 🤑🤩, None, 6217434455219015498', False, False, False, None, 1850319653, 2021-07-26 06:37:56+00:00, 2021-08-12 08:56:59+00:00, t.me/piza600
GROWHIDRO, None, 🇮🇱🇱🇷אבא מן 🇱🇷🇮🇱, None, 489976903513405801', False, False, False, None, 1676459046, 2021-08-15 14:30:33+00:00, t.me/piza600
GonzaloGaviria1, None, gonzalo, Gaviria, 3435604236824568680', False, False, False, None, 1359034597, 2021-07-19 10:17:01+00:00, t.me/piza600
DarDasBa_Bot, None, בוט פרסום דרדסבא, None, -7964621383995370760', False, False, False, None, 1942719503, 2021-08-15 14:00:51+00:00, 2021-08-16 07:23:39+00:00, t.me/piza600
duktorweed, None, 🌿דוטור🔝וויד🌿, 👨‍⚕️רפואה פרטית/רפואה דחופה 👨‍⚕️, 3686548542811165768', False, False, False, None, 1906712624, 2021-07-26 06:40:14+00:00, 2021-08-14 19:54:16+00:00, t.me/piza600
Dihgfdb, None, גברת פאף, None, 3227745731630648447', False, False, False, None, 1144465464, 2021-07-19 12:27:40+00:00, t.me/piza600
BIKORROFE1, None, BIKORROFE1, None, -5705580362410139104', False, False, False, None, 1729956364, 2021-08-03 11:55:41+00:00, 2021-08-16 07:36:18+00:00, t.me/piza600
botpirsomh, None, בוט פרסום, None, 4064561779371343053', False, False, False, None, 1840550624, 2021-07-18 12:37:36+00:00, t.me/piza600
Adcrd12, None, דוקטור ירק, None, 7528015944959020754', False, False, False, None, 1095497325, 2021-07-19 13:06:36+00:00, 2021-08-15 13:46:34+00:00, t.me/piza600
aaa202115, None, אח של גרגמל המשוגע, None, -3843534006583880489', False, False, False, None, 1801092504, 2021-07-27 12:15:35+00:00, 2021-08-15 18:48:17+00:00, t.me/piza600
Zoozooman, None, Bip, Bop, -3102872072713176340', False, False, False, None, 1262243960, 2021-07-23 05:28:57+00:00, 2021-08-11 16:12:14+00:00, t.me/cannabiss2019
None, None, Yosi, Gehalim, 5140668629026331827', False, False, False, None, 891967137, 2021-08-15 21:43:04+00:00, 2021-08-16 03:10:52+00:00, t.me/cannabiss2019
None, None, Yose, Yose, -7237896471876958883', False, False, False, None, 1491755730, 2021-07-26 17:57:05+00:00, 2021-08-12 23:31:56+00:00, t.me/cannabiss2019
yosschos, None, Yossifun, None, 9198973661397339312', False, False, False, None, 1914820686, 2021-07-21 16:43:54+00:00, 2021-08-16 06:24:57+00:00, t.me/cannabiss2019
Foxx75, None, Yanive, Nachshon, 5401620242524489220', False, False, False, None, 332832360, 2021-07-18 06:54:25+00:00, 2021-08-07 19:17:37+00:00, t.me/cannabiss2019
Hugo_weed, None, HUGO, None, -2242488118843494839', False, False, False, None, 811144255, 2021-07-26 13:40:28+00:00, 2021-08-15 12:04:44+00:00, t.me/cannabiss2019
morganwil, None, Morgan, William, -5507735350470336083', False, False, False, None, 1378985503, 2021-07-20 23:51:19+00:00, 2021-08-16 07:05:03+00:00, t.me/cannabiss2019
R3AMBOY, None, Who am, I, 9166502648406604022', False, False, False, None, 665078334, 2021-07-18 05:06:36+00:00, t.me/cannabiss2019
None, None, That, 8, 1610398152590179078', False, False, False, None, 1882895171, 2021-07-26 19:32:00+00:00, 2021-08-09 17:15:14+00:00, t.me/cannabiss2019
taltal1710, None, Jonny, Test, -4480312107285644896', False, False, False, None, 762584145, 2021-07-24 23:37:30+00:00, 2021-08-15 11:46:44+00:00, t.me/cannabiss2019
toyotasupraaa, None, משה בנימין, None, -9174123335906935057', False, False, False, None, 1837508461, 2021-07-22 06:33:43+00:00, 2021-08-16 05:36:42+00:00, t.me/cannabiss2019
Jhony1978, None, Johnny b bad, Fuck that noise, -6199234409924794777', False, False, False, None, 761654993, 2021-07-19 14:28:19+00:00, 2021-07-26 08:01:45+00:00, t.me/cannabiss2019
Protocol66, None, Tomas, Levi, -733126681078329802', False, False, False, None, 397007954, 2021-07-18 20:32:19+00:00, t.me/cannabiss2019
TillThelet, None, Till Thelet, None, 3088436056769426026', False, False, False, None, 716239770, 2021-07-17 20:52:36+00:00, 2021-08-16 06:03:35+00:00, t.me/cannabiss2019
SickBosko, None, BOSKO, None, -46899117014628121', False, False, False, None, 846751491, 2021-07-26 21:39:01+00:00, 2021-08-06 20:43:41+00:00, t.me/cannabiss2019
None, None, shaked, atias, 2740169394547522705', False, False, False, None, 1231189125, 2021-07-23 13:54:42+00:00, 2021-08-02 08:57:49+00:00, t.me/cannabiss2019
Nd4200, None, Nate, Ray, -1787794579467971835', False, False, False, None, 756163745, 2021-08-12 10:22:20+00:00, 2021-08-14 20:20:16+00:00, t.me/cannabiss2019
ranpar, None, Ran, Paryante, -8697239162589268706', False, False, False, None, 356312773, 2021-07-24 15:42:23+00:00, 2021-08-16 07:14:33+00:00, t.me/cannabiss2019
Asap_420, None, A$AP ROCKY, None, -1205044619298906810', False, False, False, None, 1052650132, 2021-07-21 11:51:11+00:00, t.me/cannabiss2019
None, None, D.R KANABIS, None, 6564024487642737280', False, False, False, None, 1907353261, 2021-07-18 21:08:26+00:00, 2021-08-14 15:38:05+00:00, t.me/cannabiss2019
None, None, Raz, None, -5712940182220868173', False, False, False, None, 1483291707, 2021-07-18 15:26:19+00:00, 2021-07-18 15:38:42+00:00, t.me/cannabiss2019
RAWARR, None, R, R, 2902485359709483249', False, False, False, None, 574743964, 2021-07-18 15:13:07+00:00, 2021-08-11 23:18:44+00:00, t.me/cannabiss2019
None, None, Push, None, -7348668602151764277', False, False, False, None, 1743382700, 2021-08-15 16:03:55+00:00, 2021-08-15 16:41:00+00:00, t.me/cannabiss2019
pablo106i8, None, Pablo, None, 1672412122694792909', False, False, False, None, 1693041014, 2021-08-14 00:55:27+00:00, 2021-08-14 12:12:33+00:00, t.me/cannabiss2019
Chipotleee, None, Des, Pacito, 2723716926268070277', False, False, False, None, 333914401, 2021-07-30 13:54:04+00:00, t.me/cannabiss2019
mogway, None, Peter, Flores, -7688100196000953853', False, False, False, None, 1727982955, 2021-07-26 08:02:40+00:00, 2021-08-16 07:09:30+00:00, t.me/cannabiss2019
